Order_ID,Order_Date,Customer_ID,Region,Product,Category,Sales,Quantity,Profit
ORD-2024-10052,2023-09-29,CUST-0022,North,Stapler,Office Supplies,114.67,7,28.45
ORD-2024-10053,2023-03-27,CUST-0069,North,Tablet,Electronics,184.91,1,72.64
ORD-2024-10054,2023-07-23,CUST-0176,West,Table,Furniture,742.04,5,82.08
ORD-2024-10055,2023-08-10,CUST-0010,North,Pens,Office Supplies,126.48,6,8.33
ORD-2024-10056,2023-08-11,CUST-0186,South,Sofa,Furniture,152.36,1,44.09
ORD-2024-10057,2023-01-16,CUST-0128,West,Pens,Office Supplies,82.42,4,15.32
ORD-2024-10058,2023-02-02,CUST-0171,North,Headphones,Electronics,1050.38,5,354.13
ORD-2024-10059,2023-06-17,CUST-0029,South,Envelopes,Office Supplies,32.62,2,8.69
ORD-2024-10060,2023-08-03,CUST-0154,North,Lamp,Furniture,271.28,2,60.66
ORD-2024-10061,2023-11-10,CUST-0075,North,Lamp,Furniture,1312.83,8,434.83
ORD-2024-10062,2023-09-06,CUST-0152,West,Lamp,Furniture,538.29,3,104.65
ORD-2024-10063,2023-04-06,CUST-0012,West,Stapler,Office Supplies,21.44,1,6.62
ORD-2024-10064,2023-12-21,CUST-0113,North,Chair,Furniture,678.35,4,109.9
ORD-2024-10065,2023-07-06,CUST-0140,East,Tablet,Electronics,2049.94,9,357.13
ORD-2024-10066,2023-10-11,CUST-0083,South,Envelopes,Office Supplies,83.67,5,21.83
ORD-2024-10067,2023-02-22,CUST-0181,East,Smartwatch,Electronics,1677.72,7,116.69
ORD-2024-10068,2023-06-12,CUST-0075,East,Headphones,Electronics,474.98,2,138.13
ORD-2024-10069,2023-09-10,CUST-0168,South,Stapler,Office Supplies,203.17,9,60.38
ORD-2024-10070,2023-01-05,CUST-0136,North,Headphones,Electronics,230.43,1,30.61
ORD-2024-10071,2023-11-23,CUST-0036,North,Tablet,Electronics,1299.93,6,284.14
ORD-2024-10072,2023-12-30,CUST-0090,South,Binder,Office Supplies,50.67,3,11.27
ORD-2024-10073,2023-05-21,CUST-0148,South,Table,Furniture,1016.41,8,281.77
ORD-2024-10074,2023-01-01,CUST-0190,East,Tablet,Electronics,1709.91,9,256.49
ORD-2024-10075,2023-11-08,CUST-0134,North,Lamp,Furniture,613.02,5,229.04
ORD-2024-10076,2023-09-09,CUST-0020,North,Binder,Office Supplies,181.66,9,49.1
ORD-2024-10077,2023-01-14,CUST-0117,East,Paper,Office Supplies,124.05,6,45.33
ORD-2024-10078,2023-01-12,CUST-0152,South,Bookshelf,Furniture,683.21,5,79.14
ORD-2024-10079,2023-03-31,CUST-0178,West,Bookshelf,Furniture,892.32,5,352.62
ORD-2024-10080,2023-05-25,CUST-0157,North,Smartwatch,Electronics,677.41,3,259.06
ORD-2024-10081,2023-09-13,CUST-0194,North,Paper,Office Supplies,184.11,8,44.75
ORD-2024-10082,2023-01-05,CUST-0146,East,Laptop,Electronics,190.14,1,59.39
ORD-2024-10083,2023-08-05,CUST-0177,South,Binder,Office Supplies,19.75,1,3.85
ORD-2024-10084,2023-11-07,CUST-0095,South,Smartwatch,Electronics,1198.65,5,292.95
ORD-2024-10085,2023-02-22,CUST-0083,North,Table,Furniture,134.47,1,16.37
ORD-2024-10086,2023-01-01,CUST-0004,East,Smartwatch,Electronics,213.74,1,56.93
ORD-2024-10087,2023-12-14,CUST-0162,East,Pens,Office Supplies,133.07,6,30.88
ORD-2024-10088,2023-09-25,CUST-0133,North,Bookshelf,Furniture,1398.58,9,304.91
ORD-2024-10089,2023-07-26,CUST-0075,North,Smartphone,Electronics,696.76,3,185.37
ORD-2024-10090,2023-08-14,CUST-0082,South,Table,Furniture,522.75,3,89.86
ORD-2024-10091,2023-06-15,CUST-0030,North,Envelopes,Office Supplies,141.32,7,41.57
ORD-2024-10092,2023-10-12,CUST-0074,West,Chair,Furniture,135.49,1,28.55
ORD-2024-10093,2023-02-03,CUST-0126,South,Smartphone,Electronics,608.94,3,128.51
ORD-2024-10094,2023-12-02,CUST-0104,East,Envelopes,Office Supplies,75.06,4,27.31
ORD-2024-10095,2023-07-14,CUST-0061,East,Smartphone,Electronics,489.81,3,53.45
ORD-2024-10096,2023-04-02,CUST-0070,South,Smartwatch,Electronics,202.75,1,35.4
ORD-2024-10097,2023-02-15,CUST-0045,South,Smartphone,Electronics,1506.45,9,329.01
ORD-2024-10098,2023-08-02,CUST-0063,East,Sofa,Furniture,136.61,1,45.38
ORD-2024-10099,2023-04-23,CUST-0047,East,Tablet,Electronics,1590.09,8,423.58
ORD-2024-10100,2023-03-19,CUST-0154,West,Lamp,Furniture,1023.9,8,297.45
ORD-2024-10101,2023-08-26,CUST-0018,East,Envelopes,Office Supplies,121.57,6,16.4
ORD-2024-10102,2023-04-29,CUST-0017,North,Chair,Furniture,877.47,7,208.28
ORD-2024-10103,2023-01-25,CUST-0025,North,Tablet,Electronics,753.63,4,208.82
ORD-2024-10104,2023-05-26,CUST-0111,East,Pens,Office Supplies,165.54,8,40.98
ORD-2024-10105,2023-02-11,CUST-0026,North,Tablet,Electronics,359.1,2,80.58
ORD-2024-10106,2023-08-17,CUST-0150,North,Smartwatch,Electronics,861.14,5,117.19
ORD-2024-10107,2023-01-04,CUST-0131,South,Paper,Office Supplies,48.44,3,14.24
ORD-2024-10108,2023-08-11,CUST-0075,South,Bookshelf,Furniture,481.27,4,188.31
ORD-2024-10109,2023-04-04,CUST-0062,West,Sofa,Furniture,1467.97,9,348.29
ORD-2024-10110,2023-01-26,CUST-0133,East,Tablet,Electronics,1424.64,6,425.73
ORD-2024-10111,2023-07-31,CUST-0047,North,Tablet,Electronics,208.85,1,31.54
ORD-2024-10112,2023-10-20,CUST-0077,South,Envelopes,Office Supplies,49.24,3,8.26
ORD-2024-10113,2023-01-10,CUST-0172,North,Pens,Office Supplies,37.16,2,12.39
ORD-2024-10114,2023-11-17,CUST-0017,East,Laptop,Electronics,1868.86,9,401.9
ORD-2024-10115,2023-04-04,CUST-0062,East,Smartwatch,Electronics,339.89,2,103.94
ORD-2024-10116,2023-05-17,CUST-0001,South,Binder,Office Supplies,174.18,8,11.64
ORD-2024-10117,2023-12-15,CUST-0014,West,Paper,Office Supplies,51.94,3,17.41
ORD-2024-10118,2023-03-19,CUST-0089,South,Bookshelf,Furniture,1448.81,9,301.62
ORD-2024-10119,2023-04-14,CUST-0166,South,Stapler,Office Supplies,21.98,1,4.97
ORD-2024-10120,2023-06-02,CUST-0053,North,Smartphone,Electronics,1426.58,8,342.38
ORD-2024-10121,2023-07-17,CUST-0200,South,Binder,Office Supplies,89.41,4,23.87
ORD-2024-10122,2023-08-19,CUST-0097,East,Laptop,Electronics,1111.43,5,111.25
ORD-2024-10123,2023-07-15,CUST-0005,South,Table,Furniture,126.17,1,30.0
ORD-2024-10124,2023-10-30,CUST-0184,West,Tablet,Electronics,1375.95,8,179.2
ORD-2024-10125,2023-11-28,CUST-0095,North,Sofa,Furniture,484.91,3,116.36
ORD-2024-10126,2023-10-26,CUST-0011,East,Tablet,Electronics,1653.37,8,314.63
ORD-2024-10127,2023-10-30,CUST-0140,South,Sofa,Furniture,1202.83,8,317.56
ORD-2024-10128,2023-04-21,CUST-0100,West,Envelopes,Office Supplies,89.28,4,5.18
ORD-2024-10129,2023-05-07,CUST-0031,South,Tablet,Electronics,1745.37,9,537.15
ORD-2024-10130,2023-10-23,CUST-0151,North,Sofa,Furniture,126.79,1,50.04
ORD-2024-10131,2023-04-20,CUST-0001,West,Chair,Furniture,906.78,6,232.99
ORD-2024-10132,2023-05-29,CUST-0137,East,Smartwatch,Electronics,892.09,4,233.11
ORD-2024-10133,2023-10-18,CUST-0075,East,Smartphone,Electronics,1126.25,6,193.08
ORD-2024-10134,2023-12-13,CUST-0108,North,Binder,Office Supplies,53.96,3,13.61
ORD-2024-10135,2023-06-29,CUST-0177,South,Laptop,Electronics,1065.65,6,132.61
ORD-2024-10136,2023-02-18,CUST-0105,East,Tablet,Electronics,204.58,1,71.85
ORD-2024-10137,2023-03-04,CUST-0141,North,Laptop,Electronics,1359.0,7,448.37
ORD-2024-10138,2023-11-14,CUST-0049,West,Lamp,Furniture,1241.98,8,189.92
ORD-2024-10139,2023-06-24,CUST-0113,South,Bookshelf,Furniture,299.64,2,95.25
ORD-2024-10140,2023-05-12,CUST-0032,North,Headphones,Electronics,634.56,3,122.51
ORD-2024-10141,2023-03-28,CUST-0008,East,Lamp,Furniture,153.1,1,21.26
ORD-2024-10142,2023-09-12,CUST-0067,North,Chair,Furniture,477.49,3,63.68
ORD-2024-10143,2023-10-18,CUST-0144,West,Sofa,Furniture,706.66,4,70.23
ORD-2024-10144,2023-08-11,CUST-0007,East,Table,Furniture,132.47,1,7.85
ORD-2024-10145,2023-02-05,CUST-0129,North,Table,Furniture,702.55,5,98.92
ORD-2024-10146,2023-07-14,CUST-0020,East,Envelopes,Office Supplies,93.81,5,30.1
ORD-2024-10147,2023-08-14,CUST-0086,North,Envelopes,Office Supplies,135.31,8,33.56
ORD-2024-10148,2023-02-28,CUST-0114,South,Paper,Office Supplies,60.3,3,18.67
ORD-2024-10149,2023-08-25,CUST-0022,North,Paper,Office Supplies,68.23,4,24.92
ORD-2024-10150,2023-04-08,CUST-0070,East,Headphones,Electronics,404.75,2,135.7
ORD-2024-10151,2023-02-10,CUST-0165,South,Chair,Furniture,1348.63,9,407.38
ORD-2024-10152,2023-04-27,CUST-0027,South,Lamp,Furniture,1223.91,9,374.84
ORD-2024-10153,2023-04-08,CUST-0053,West,Laptop,Electronics,1441.04,7,494.76
ORD-2024-10154,2023-07-09,CUST-0054,South,Table,Furniture,124.97,1,32.63
ORD-2024-10155,2023-10-09,CUST-0040,North,Headphones,Electronics,870.09,4,133.99
ORD-2024-10156,2023-08-15,CUST-0056,South,Lamp,Furniture,136.19,1,32.54
ORD-2024-10157,2023-08-15,CUST-0190,West,Paper,Office Supplies,41.97,2,9.06
ORD-2024-10158,2023-03-14,CUST-0061,North,Laptop,Electronics,1558.29,8,212.3
ORD-2024-10159,2023-05-11,CUST-0172,South,Tablet,Electronics,545.31,3,139.92
ORD-2024-10160,2023-10-02,CUST-0049,North,Binder,Office Supplies,23.6,1,4.86
ORD-2024-10161,2023-10-30,CUST-0008,West,Sofa,Furniture,827.71,5,251.16
ORD-2024-10162,2023-07-17,CUST-0089,West,Smartphone,Electronics,2119.72,9,135.24
ORD-2024-10163,2023-09-23,CUST-0151,West,Paper,Office Supplies,98.93,5,15.78
ORD-2024-10164,2023-12-01,CUST-0115,North,Paper,Office Supplies,190.15,8,72.35
ORD-2024-10165,2023-03-23,CUST-0167,East,Bookshelf,Furniture,417.44,3,141.98
ORD-2024-10166,2023-09-30,CUST-0108,South,Binder,Office Supplies,46.16,2,10.87
ORD-2024-10167,2023-07-02,CUST-0004,East,Paper,Office Supplies,111.3,6,29.95
ORD-2024-10168,2023-01-16,CUST-0126,North,Bookshelf,Furniture,242.93,2,86.13
ORD-2024-10169,2023-09-08,CUST-0018,East,Smartwatch,Electronics,496.81,3,26.49
ORD-2024-10170,2023-01-29,CUST-0062,South,Smartwatch,Electronics,991.91,5,251.22
ORD-2024-10171,2023-08-24,CUST-0158,East,Smartphone,Electronics,1682.19,9,391.75
ORD-2024-10172,2023-03-06,CUST-0173,South,Headphones,Electronics,1463.83,8,225.0
ORD-2024-10173,2023-10-20,CUST-0073,North,Smartwatch,Electronics,191.33,1,17.9
ORD-2024-10174,2023-07-06,CUST-0171,South,Smartwatch,Electronics,1431.52,6,514.59
ORD-2024-10175,2023-12-10,CUST-0153,East,Lamp,Furniture,1256.29,7,164.68
ORD-2024-10176,2023-05-28,CUST-0110,North,Stapler,Office Supplies,38.15,2,2.4
ORD-2024-10177,2023-09-16,CUST-0005,West,Lamp,Furniture,1068.88,6,384.08
ORD-2024-10178,2023-04-09,CUST-0061,West,Chair,Furniture,496.48,3,145.77
ORD-2024-10179,2023-08-04,CUST-0120,East,Stapler,Office Supplies,186.69,9,47.24
ORD-2024-10180,2023-04-08,CUST-0123,East,Headphones,Electronics,1471.95,9,512.63
ORD-2024-10181,2023-06-19,CUST-0005,North,Paper,Office Supplies,38.54,2,6.95
ORD-2024-10182,2023-11-24,CUST-0146,East,Smartphone,Electronics,1421.82,6,125.57
ORD-2024-10183,2023-10-11,CUST-0114,North,Laptop,Electronics,1845.06,8,425.52
ORD-2024-10184,2023-04-25,CUST-0040,South,Pens,Office Supplies,23.03,1,7.58
ORD-2024-10185,2023-06-17,CUST-0059,West,Headphones,Electronics,1680.49,9,224.42
ORD-2024-10186,2023-06-30,CUST-0166,South,Binder,Office Supplies,161.37,7,62.36
ORD-2024-10187,2023-09-06,CUST-0138,East,Pens,Office Supplies,109.74,5,11.66
ORD-2024-10188,2023-12-22,CUST-0012,South,Lamp,Furniture,921.12,7,73.17
ORD-2024-10189,2023-06-04,CUST-0104,North,Laptop,Electronics,421.44,2,100.72
ORD-2024-10190,2023-06-12,CUST-0158,West,Sofa,Furniture,1067.33,7,413.11
ORD-2024-10191,2023-11-15,CUST-0022,West,Stapler,Office Supplies,69.56,4,22.25
ORD-2024-10192,2023-11-20,CUST-0150,East,Tablet,Electronics,206.57,1,35.34
ORD-2024-10193,2023-04-30,CUST-0014,East,Table,Furniture,635.42,4,163.96
ORD-2024-10194,2023-01-07,CUST-0134,North,Paper,Office Supplies,54.06,3,2.72
ORD-2024-10195,2023-08-14,CUST-0141,North,Headphones,Electronics,1557.81,9,511.25
ORD-2024-10196,2023-06-06,CUST-0022,East,Bookshelf,Furniture,531.16,3,54.64
ORD-2024-10197,2023-04-02,CUST-0187,North,Smartwatch,Electronics,767.23,4,112.0
ORD-2024-10198,2023-09-14,CUST-0189,South,Table,Furniture,365.6,3,101.67
ORD-2024-10199,2023-01-12,CUST-0027,South,Envelopes,Office Supplies,138.19,8,16.76
ORD-2024-10200,2023-04-03,CUST-0174,North,Binder,Office Supplies,44.18,2,11.89
ORD-2024-10201,2023-06-30,CUST-0148,West,Sofa,Furniture,1080.67,9,280.34
ORD-2024-10202,2023-08-24,CUST-0188,West,Laptop,Electronics,1239.35,6,178.65
ORD-2024-10203,2023-12-10,CUST-0072,West,Stapler,Office Supplies,82.9,5,15.53
ORD-2024-10204,2023-04-05,CUST-0033,South,Stapler,Office Supplies,139.58,6,42.36
ORD-2024-10205,2023-06-28,CUST-0076,West,Laptop,Electronics,1851.05,9,104.45
ORD-2024-10206,2023-11-06,CUST-0168,South,Smartphone,Electronics,372.23,2,86.06
ORD-2024-10207,2023-10-16,CUST-0077,North,Laptop,Electronics,754.5,4,122.78
ORD-2024-10208,2023-06-15,CUST-0143,East,Table,Furniture,244.94,2,69.72
ORD-2024-10209,2023-12-26,CUST-0123,East,Headphones,Electronics,1245.49,6,331.07
ORD-2024-10210,2023-08-11,CUST-0008,West,Smartphone,Electronics,1737.02,8,574.27
ORD-2024-10211,2023-11-14,CUST-0084,East,Binder,Office Supplies,83.12,4,26.96
ORD-2024-10212,2023-01-03,CUST-0106,East,Tablet,Electronics,329.66,2,44.99
ORD-2024-10213,2023-01-25,CUST-0147,North,Pens,Office Supplies,138.33,7,42.95
ORD-2024-10214,2023-08-09,CUST-0044,East,Headphones,Electronics,323.34,2,90.1
ORD-2024-10215,2023-02-06,CUST-0131,West,Headphones,Electronics,643.25,3,48.42
ORD-2024-10216,2023-07-26,CUST-0049,North,Envelopes,Office Supplies,109.09,5,33.81
ORD-2024-10217,2023-10-20,CUST-0188,West,Bookshelf,Furniture,1220.78,8,280.66
ORD-2024-10218,2023-04-15,CUST-0098,West,Lamp,Furniture,689.62,4,251.88
ORD-2024-10219,2023-09-19,CUST-0115,East,Sofa,Furniture,849.29,6,156.56
ORD-2024-10220,2023-01-18,CUST-0099,West,Laptop,Electronics,1539.4,8,401.24
ORD-2024-10221,2023-10-25,CUST-0119,West,Table,Furniture,856.32,5,190.36
ORD-2024-10222,2023-11-14,CUST-0084,South,Laptop,Electronics,335.24,2,93.28
ORD-2024-10223,2023-12-11,CUST-0005,North,Sofa,Furniture,166.41,1,15.94
ORD-2024-10224,2023-10-28,CUST-0010,East,Binder,Office Supplies,58.61,3,9.72
ORD-2024-10225,2023-04-03,CUST-0001,South,Chair,Furniture,674.61,5,179.45
ORD-2024-10226,2023-01-01,CUST-0028,North,Bookshelf,Furniture,1406.99,9,246.02
ORD-2024-10227,2023-07-23,CUST-0120,North,Laptop,Electronics,1654.63,8,585.57
ORD-2024-10228,2023-04-18,CUST-0114,East,Tablet,Electronics,339.68,2,44.46
ORD-2024-10229,2023-10-09,CUST-0198,North,Headphones,Electronics,1173.55,5,188.54
ORD-2024-10230,2023-06-28,CUST-0181,South,Bookshelf,Furniture,355.81,2,18.41
ORD-2024-10231,2023-08-05,CUST-0039,South,Laptop,Electronics,1609.98,8,355.96
ORD-2024-10232,2023-10-21,CUST-0052,West,Stapler,Office Supplies,35.23,2,10.07
ORD-2024-10233,2023-12-07,CUST-0096,North,Stapler,Office Supplies,137.67,6,15.42
ORD-2024-10234,2023-10-17,CUST-0171,North,Pens,Office Supplies,35.91,2,12.24
ORD-2024-10235,2023-10-30,CUST-0072,West,Tablet,Electronics,1936.46,9,555.34
ORD-2024-10236,2023-05-27,CUST-0048,East,Lamp,Furniture,773.16,5,132.98
ORD-2024-10237,2023-07-11,CUST-0161,South,Paper,Office Supplies,215.52,9,67.53
ORD-2024-10238,2023-09-02,CUST-0068,North,Paper,Office Supplies,38.47,2,6.33
ORD-2024-10239,2023-04-12,CUST-0082,East,Table,Furniture,1251.29,9,443.1
ORD-2024-10240,2023-05-09,CUST-0143,West,Chair,Furniture,141.99,1,26.79
ORD-2024-10241,2023-11-12,CUST-0049,North,Laptop,Electronics,195.55,1,10.78
ORD-2024-10242,2023-09-24,CUST-0194,East,Table,Furniture,1285.08,9,452.56
ORD-2024-10243,2023-10-31,CUST-0117,South,Bookshelf,Furniture,1285.31,9,243.68
ORD-2024-10244,2023-10-20,CUST-0176,East,Binder,Office Supplies,157.53,7,47.47
ORD-2024-10245,2023-01-21,CUST-0124,East,Stapler,Office Supplies,191.14,9,34.98
ORD-2024-10246,2023-11-20,CUST-0034,North,Headphones,Electronics,722.17,4,108.11
ORD-2024-10247,2023-01-27,CUST-0035,North,Envelopes,Office Supplies,147.92,8,38.99
ORD-2024-10248,2023-05-26,CUST-0132,South,Smartwatch,Electronics,1816.19,9,169.14
ORD-2024-10249,2023-04-18,CUST-0159,South,Stapler,Office Supplies,128.54,7,42.12
ORD-2024-10250,2023-10-25,CUST-0172,West,Chair,Furniture,1212.72,8,108.3
ORD-2024-10251,2023-05-21,CUST-0137,East,Lamp,Furniture,1429.17,9,158.88
ORD-2024-10252,2023-05-01,CUST-0154,North,Chair,Furniture,690.62,5,211.46
ORD-2024-10253,2023-04-10,CUST-0089,West,Pens,Office Supplies,44.27,2,4.53
ORD-2024-10254,2023-08-30,CUST-0108,North,Paper,Office Supplies,39.57,2,9.39
ORD-2024-10255,2023-05-30,CUST-0199,West,Headphones,Electronics,1721.45,9,444.25
ORD-2024-10256,2023-09-11,CUST-0007,North,Sofa,Furniture,802.75,5,164.52
ORD-2024-10257,2023-05-05,CUST-0024,East,Laptop,Electronics,624.77,3,104.98
ORD-2024-10258,2023-10-15,CUST-0097,East,Tablet,Electronics,701.4,4,114.45
ORD-2024-10259,2023-03-11,CUST-0013,North,Envelopes,Office Supplies,22.65,1,6.44
ORD-2024-10260,2023-01-27,CUST-0067,West,Smartphone,Electronics,1070.8,6,224.76
ORD-2024-10261,2023-12-08,CUST-0002,South,Bookshelf,Furniture,920.8,6,281.51
ORD-2024-10262,2023-10-13,CUST-0186,West,Bookshelf,Furniture,710.8,4,193.51
ORD-2024-10263,2023-10-30,CUST-0190,North,Pens,Office Supplies,203.17,9,10.25
ORD-2024-10264,2023-05-16,CUST-0023,West,Stapler,Office Supplies,51.66,3,20.53
ORD-2024-10265,2023-12-26,CUST-0030,West,Laptop,Electronics,837.17,5,117.18
ORD-2024-10266,2023-08-19,CUST-0016,West,Smartwatch,Electronics,1036.47,6,74.72
ORD-2024-10267,2023-10-19,CUST-0066,North,Pens,Office Supplies,150.31,9,56.81
ORD-2024-10268,2023-11-27,CUST-0196,East,Table,Furniture,301.88,2,112.24
ORD-2024-10269,2023-05-23,CUST-0012,South,Tablet,Electronics,169.31,1,56.91
ORD-2024-10270,2023-10-18,CUST-0080,South,Sofa,Furniture,967.97,7,75.81
ORD-2024-10271,2023-06-12,CUST-0163,South,Pens,Office Supplies,47.32,2,11.86
ORD-2024-10272,2023-09-23,CUST-0054,North,Chair,Furniture,175.37,1,38.66
ORD-2024-10273,2023-04-20,CUST-0180,West,Lamp,Furniture,531.5,3,180.08
ORD-2024-10274,2023-05-21,CUST-0196,North,Lamp,Furniture,1205.58,9,94.02
ORD-2024-10275,2023-01-12,CUST-0146,West,Tablet,Electronics,960.16,6,53.95
ORD-2024-10276,2023-05-10,CUST-0031,West,Binder,Office Supplies,61.55,3,7.21
ORD-2024-10277,2023-12-11,CUST-0178,South,Sofa,Furniture,1102.73,8,221.23
ORD-2024-10278,2023-04-09,CUST-0190,North,Tablet,Electronics,522.66,3,152.65
ORD-2024-10279,2023-04-07,CUST-0101,West,Paper,Office Supplies,124.36,7,13.78
ORD-2024-10280,2023-05-04,CUST-0063,South,Pens,Office Supplies,115.46,5,23.95
ORD-2024-10281,2023-01-07,CUST-0086,East,Lamp,Furniture,603.31,5,118.04
ORD-2024-10282,2023-08-07,CUST-0138,North,Lamp,Furniture,897.59,7,213.05
ORD-2024-10283,2023-03-06,CUST-0181,North,Smartphone,Electronics,330.34,2,21.45
ORD-2024-10284,2023-07-07,CUST-0052,East,Stapler,Office Supplies,120.36,7,11.38
ORD-2024-10285,2023-02-03,CUST-0180,West,Sofa,Furniture,861.26,6,331.31
ORD-2024-10286,2023-04-23,CUST-0169,North,Laptop,Electronics,224.71,1,17.25
ORD-2024-10287,2023-04-07,CUST-0188,South,Table,Furniture,1181.51,8,322.58
ORD-2024-10288,2023-10-17,CUST-0079,West,Paper,Office Supplies,16.53,1,3.83
ORD-2024-10289,2023-03-10,CUST-0008,West,Smartwatch,Electronics,1334.27,8,401.23
ORD-2024-10290,2023-04-19,CUST-0133,East,Paper,Office Supplies,87.6,4,15.21
ORD-2024-10291,2023-08-16,CUST-0135,East,Binder,Office Supplies,52.44,3,5.82
ORD-2024-10292,2023-09-18,CUST-0038,North,Table,Furniture,137.73,1,43.97
ORD-2024-10293,2023-11-25,CUST-0195,South,Pens,Office Supplies,18.04,1,2.55
ORD-2024-10294,2023-04-15,CUST-0119,North,Smartphone,Electronics,371.55,2,34.86
ORD-2024-10295,2023-12-13,CUST-0181,West,Lamp,Furniture,255.37,2,43.0
ORD-2024-10296,2023-07-02,CUST-0078,North,Headphones,Electronics,1557.85,9,227.18
